domain,hook,method,route,consumerFile,openapiStatus,classification,recommendation,kind
auth-employees,,POST,"/api/auth/logout",artifacts/piccolo-tpv/src/providers/AuthProvider.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
auth-employees,,POST,"/api/auth/manager-authorize",artifacts/piccolo-tpv/src/components/auth/ManagerPinModal.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
auth-employees,,GET,"/api/auth/me",artifacts/piccolo-tpv/src/providers/AuthProvider.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
auth-employees,,POST,"/api/auth/pin",artifacts/piccolo-tpv/src/providers/AuthProvider.tsx,documented,app-http-pending-contract,contract-candidate,direct-api-client
auth-employees,useGetEmployeeLoginList,GET,"/api/employees/login-list",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
auth-employees,,GET,"/api/employees",artifacts/piccolo-tpv/src/pages/fichaje/FichajeAusencias.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
auth-employees,,GET,"/api/employees",artifacts/piccolo-tpv/src/pages/fichaje/FichajeCorrecciones.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
auth-employees,,GET,"/api/employees",artifacts/piccolo-tpv/src/pages/fichaje/FichajeCostesLaborales.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
auth-employees,,GET,"/api/employees",artifacts/piccolo-tpv/src/pages/fichaje/FichajeEmpleados.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
auth-employees,,GET,"/api/employees",artifacts/piccolo-tpv/src/pages/fichaje/FichajeInformes.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
auth-employees,,GET,"/api/employees",artifacts/piccolo-tpv/src/pages/fichaje/FichajePlanificacion.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
auth-employees,,GET,"/api/employees",artifacts/piccolo-tpv/src/pages/fichaje/FichajeRegistros.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
auth-employees,,GET,"/api/employees",artifacts/piccolo-tpv/src/pages/fichaje/FichajeTurnos.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
auth-employees,,GET,"/api/employees",artifacts/piccolo-tpv/src/pages/fichaje/FichajeVacaciones.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
auth-employees,useHealthCheck,GET,"/api/healthz",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
backup,,POST,"/api/backup/",artifacts/piccolo-tpv/src/pages/backup/BackupPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
backup,,PATCH,"/api/backup/",artifacts/piccolo-tpv/src/pages/backup/BackupPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
backup,,DELETE,"/api/backup/",artifacts/piccolo-tpv/src/pages/backup/BackupPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
backup,,POST,"/api/backup/create",artifacts/piccolo-tpv/src/pages/backup/BackupPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
backup,,POST,"/api/backup/demo-data",artifacts/piccolo-tpv/src/pages/backup/BackupPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
backup,,GET,"/api/backup/list",artifacts/piccolo-tpv/src/pages/backup/BackupPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
backup,,DELETE,"/api/backup/schedules/",artifacts/piccolo-tpv/src/pages/backup/BackupPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
backup,,GET,"/api/backup/schedules",artifacts/piccolo-tpv/src/pages/backup/BackupPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
cash-payments,useGetCashMachineCashLevels,GET,"/api/admin/cash-machine/cash-levels",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useGetCashMachineConfig,GET,"/api/admin/cash-machine/config",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useGetCashMachineStatus,GET,"/api/admin/cash-machine/status",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useTestCashMachineConnection,POST,"/api/admin/cash-machine/status",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useUpdateCashMachineConfig,PUT,"/api/admin/cash-machine/test-connection",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,,GET,"/api/cash-machine/payments/",artifacts/piccolo-tpv/src/pages/payment.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
cash-payments,useGetCashMachinePayment,GET,"/api/cash-machine/payments/${id}",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useStartCashMachinePayment,POST,"/api/cash-machine/payments/${id}",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useCancelCashMachinePayment,POST,"/api/cash-machine/refunds",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useCreateCashMachineRefund,POST,"/api/cash-sessions/${id}/cash-machine-summary",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useGetCashMachineSessionSummary,GET,"/api/cash-sessions/${id}/cash-machine-summary",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useAddCashMovement,POST,"/api/cash-sessions/${id}/close",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useCloseCashSession,POST,"/api/cash-sessions/${id}/summary",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useGetCashSessionSummary,GET,"/api/cash-sessions/${id}/summary",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useGetCashSessionReport,GET,"/api/cash-sessions/${sessionId}/report",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useVoidPayment,POST,"/api/cash-sessions/${sessionId}/void-payment",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useDeleteRecipeLine,DELETE,"/api/cash-sessions/${sessionId}/x-report",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useGetCashSessionXReport,GET,"/api/cash-sessions/${sessionId}/x-report",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useGetCurrentCashSession,GET,"/api/cash-sessions/current",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useOpenCashSession,POST,"/api/cash-sessions/current${qs}",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useGetCashSessionHistory,GET,"/api/cash-sessions/history",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useReopenCashSession,POST,"/api/cash-sessions/history",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useMarkOrderPase,POST,"/api/cash-sessions/open",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
cash-payments,useAddTip,POST,"/api/payments/${paymentId}/tip",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,,GET,"/api/admin/categories/",artifacts/piccolo-tpv/src/pages/qr-menu/lib.ts,missing,app-http-pending-contract,contract-candidate,direct-customFetch
catalog-admin,useCreateAdminCategory,POST,"/api/admin/categories/${id}",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useUpdateAdminCategory,PATCH,"/api/admin/categories/${id}",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,,GET,"/api/admin/categories",artifacts/piccolo-tpv/src/pages/qr-menu/lib.ts,missing,app-http-pending-contract,contract-candidate,direct-customFetch
catalog-admin,useGetAdminCategories,GET,"/api/admin/categories",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useDeleteAdminModifierGroup,DELETE,"/api/admin/modifier-groups/${groupId}/modifiers",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useCreateAdminModifierGroup,POST,"/api/admin/modifier-groups/${id}",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useUpdateAdminModifierGroup,PATCH,"/api/admin/modifier-groups/${id}",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useDeleteProductFormat,DELETE,"/api/admin/modifier-groups",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useGetAdminModifierGroups,GET,"/api/admin/modifier-groups",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useCreateAdminModifier,POST,"/api/admin/modifiers/${id}",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useUpdateAdminModifier,PATCH,"/api/admin/modifiers/${id}",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,,POST,"/api/admin/products/",artifacts/piccolo-tpv/src/pages/productos.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
catalog-admin,,GET,"/api/admin/products/",artifacts/piccolo-tpv/src/pages/productos.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
catalog-admin,,PATCH,"/api/admin/products/",artifacts/piccolo-tpv/src/pages/productos.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
catalog-admin,,GET,"/api/admin/products/",artifacts/piccolo-tpv/src/pages/qr-menu/lib.ts,missing,app-http-pending-contract,contract-candidate,direct-customFetch
catalog-admin,useDeleteAdminProduct,DELETE,"/api/admin/products/${productId}/modifier-groups",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useGetProductRecipe,GET,"/api/admin/products/${productId}/recipe",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useCreateAdminProduct,POST,"/api/admin/products/${productId}",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useUpdateAdminProduct,PATCH,"/api/admin/products/${productId}",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useDeleteAdminModifier,DELETE,"/api/admin/products/export?format=${format}",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,,GET,"/api/admin/products",artifacts/piccolo-tpv/src/pages/qr-menu/lib.ts,missing,app-http-pending-contract,contract-candidate,direct-customFetch
catalog-admin,useDeleteSubcategory,DELETE,"/api/admin/products",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useGetAdminProducts,GET,"/api/admin/products",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useCreateSubcategory,POST,"/api/admin/subcategories/${id}",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useUpdateSubcategory,PATCH,"/api/admin/subcategories/${id}",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useDeleteAdminCategory,DELETE,"/api/admin/subcategories",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useGetCategoryProducts,GET,"/api/categories/${categoryId}/products",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useGetCategories,GET,"/api/categories",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useAssignProductModifierGroups,PUT,"/api/products/${productId}/formats",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useGetProductFormats,GET,"/api/products/${productId}/formats",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useGetProductModifiers,GET,"/api/products/${productId}/modifiers",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useCreateProductFormatFull,POST,"/api/products/formats/${formatId}",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useUpdateAdminProductTaxRate,PATCH,"/api/products/formats/${formatId}",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,useUpdateProductFormatFull,PATCH,"/api/products/formats/${formatId}",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
catalog-admin,,GET,"/api/products",artifacts/piccolo-tpv/src/pages/delivery.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
config-permissions,,GET,"/api/admin/installation-simulation/run",artifacts/piccolo-tpv/src/pages/admin-instalacion.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
config-permissions,,GET,"/api/admin/installation/devices/",artifacts/piccolo-tpv/src/pages/admin-instalacion.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
config-permissions,,GET,"/api/admin/installation/devices",artifacts/piccolo-tpv/src/pages/admin-instalacion.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
config-permissions,,GET,"/api/admin/installation/diagnosis",artifacts/piccolo-tpv/src/pages/admin-instalacion.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
config-permissions,,GET,"/api/admin/installation/manuals/",artifacts/piccolo-tpv/src/pages/admin-instalacion.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
config-permissions,,GET,"/api/admin/installation/manuals",artifacts/piccolo-tpv/src/pages/admin-instalacion.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
config-permissions,,GET,"/api/admin/installation/network/",artifacts/piccolo-tpv/src/pages/admin-instalacion.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
config-permissions,,GET,"/api/admin/installation/network",artifacts/piccolo-tpv/src/pages/admin-instalacion.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
config-permissions,,GET,"/api/admin/installation/seed",artifacts/piccolo-tpv/src/pages/admin-instalacion.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
config-permissions,,GET,"/api/admin/permissions/",artifacts/piccolo-tpv/src/pages/admin-permisos.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
config-permissions,,GET,"/api/admin/permissions/catalog",artifacts/piccolo-tpv/src/pages/admin-permisos.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
config-permissions,,GET,"/api/admin/permissions",artifacts/piccolo-tpv/src/pages/admin-permisos.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
config-permissions,,POST,"/api/admin/printers/",artifacts/piccolo-tpv/src/pages/admin-print-test.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
config-permissions,,GET,"/api/admin/printers",artifacts/piccolo-tpv/src/pages/admin-print-test.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
config-permissions,,GET,"/api/admin/printers",artifacts/piccolo-tpv/src/pages/backup/DevicesPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
config-permissions,useGetBusinessConfig,GET,"/api/config/business",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
config-permissions,useUpdateProductFormatTaxRate,PATCH,"/api/config/business",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
config-permissions,useGetPaymentMethods,GET,"/api/payment-methods",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
config-permissions,useUpdateBusinessConfig,PUT,"/api/payment-methods",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
crm-extended,,GET,"/api/admin/crm/reports",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,POST,"/api/crm/auto/review-levels",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,POST,"/api/crm/campaigns/",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,DELETE,"/api/crm/campaigns/",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,GET,"/api/crm/campaigns",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,POST,"/api/crm/campaigns",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,GET,"/api/crm/clients/",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,PATCH,"/api/crm/clients/",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,GET,"/api/crm/clients",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,POST,"/api/crm/clients",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,POST,"/api/crm/demo-data",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,GET,"/api/crm/loyalty/config",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,PUT,"/api/crm/loyalty/config",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,DELETE,"/api/crm/loyalty/levels/",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,PATCH,"/api/crm/loyalty/levels/",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,GET,"/api/crm/loyalty/levels",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,POST,"/api/crm/loyalty/levels",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,DELETE,"/api/crm/promotions/",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,POST,"/api/crm/promotions/validate",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,GET,"/api/crm/promotions",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,POST,"/api/crm/promotions",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,,POST,"/api/crm/segment/preview",artifacts/piccolo-tpv/src/pages/crm.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
crm-extended,useCreateCrmCampaign,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useCreateCrmConsent,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useCreateCrmDemoData,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useCreateCrmLoyaltyLevel,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useCrmPromotion,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useDeleteCrmCampaign,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useDeleteCrmDemoData,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useDeleteCrmLoyaltyLevel,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useDeleteCrmPromotion,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useExpireCrmPoints,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useExportCrmSegment,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useGetCrmAudit,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useGetCrmCampaigns,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useGetCrmCampaignSends,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useGetCrmClientConsents,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useGetCrmClientPoints,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useGetCrmExpiringPoints,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useGetCrmExtendedReports,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useGetCrmLoyaltyLevels,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,useIssueCrmPoints,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
crm-extended,usePreviewCrmSegment,,"",lib/api-client-react/src/crm-generated/api.ts,documented,generated-hook-not-migrated,migrate-hooks-e54+,generated-not-migrated
